SK_ID_CURR,EXT_SOURCE_3,BURO_CREDIT_TYPE_Creditcard_MEAN,EXT_SOURCE_2,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,APPROVED_RATE_DOWN_PAYMENT_MAX,PREV_CODE_REJECT_REASON_HC_MEAN,FLAG_DOCUMENT_3,APPROVED_AMT_ANNUITY_MEAN,APPROVED_HOUR_APPR_PROCESS_START_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,APPROVED_DAYS_DECISION_MEAN,PREV_AMT_ANNUITY_MIN,DEF_30_CNT_SOCIAL_CIRCLE,BURO_CREDIT_TYPE_Carloan_MEAN,PREV_AMT_ANNUITY_MEAN,DEF_60_CNT_SOCIAL_CIRCLE,APPROVED_AMT_ANNUITY_MAX,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,PREV_RATE_DOWN_PAYMENT_MAX,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_CHANNEL_TYPE_APCashloan_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,NAME_INCOME_TYPE_Pensioner,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,OCCUPATION_TYPE_Drivers,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,POS_MONTHS_BALANCE_SIZE,DAYS_ID_PUBLISH,DAYS_EMPLOYED_PERC,ORGANIZATION_TYPE_Selfemployed,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_MIN,POS_COUNT,REGION_RATING_CLIENT_W_CITY,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,CODE_GENDER,BURO_CREDIT_ACTIVE_Active_MEAN,REG_CITY_NOT_LIVE_CITY,AMT_GOODS_PRICE,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_DAYS_DECISION_MEAN,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Transporttype3,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CNT_PAYMENT_MEAN,WALLSMATERIAL_MODE_Panel,PREV_DAYS_DECISION_MIN,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_AMT_GOODS_PRICE_MAX,PREV_APP_CREDIT_PERC_MEAN,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREV_AMT_APPLICATION_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_AMT_CREDIT_SUM_LIMIT_SUM,BURO_CREDIT_TYPE_Consumercredit_MEAN,BURO_MONTHS_BALANCE_SIZE_SUM,PREV_AMT_CREDIT_MAX,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,INSTAL_DBD_MEAN,APPROVED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MEAN,POS_SK_DPD_MAX,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_NAME_CONTRACT_STATUS_Completed_MEAN,POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,INSTAL_DPD_MAX,INSTAL_DBD_MAX,INSTAL_DBD_SUM,PREV_NAME_TYPE_SUITE_nan_MEAN,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,APPROVED_DAYS_DECISION_MAX,APPROVED_DAYS_DECISION_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,APPROVED_HOUR_APPR_PROCESS_START_MIN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_POS_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,ORGANIZATION_TYPE_BusinessEntityType3,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_CardStreet_MEAN,PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,APPROVED_AMT_APPLICATION_MEAN,APPROVED_AMT_CREDIT_MAX,APPROVED_APP_CREDIT_PERC_MIN,ORGANIZATION_TYPE_Construction,INSTAL_COUNT,NAME_INCOME_TYPE_Working,DAYS_LAST_PHONE_CHANGE,REGION_RATING_CLIENT,FLAG_DOCUMENT_18,LIVE_CITY_NOT_WORK_CITY,OCCUPATION_TYPE_Accountants,FLAG_WORK_PHONE,FLAG_EMP_PHONE,OCCUPATION_TYPE_Laborers,NAME_CONTRACT_TYPE_Revolvingloans,DAYS_REGISTRATION,NAME_EDUCATION_TYPE_Highereducation,AMT_ANNUITY,AMT_CREDIT,NAME_FAMILY_STATUS_Married,FLAG_OWN_CAR,TARGET
301366,0.2955826421513093,0.3333333333333333,0.3395371759375342,0.0,0.0,0.0,0.3096823558606999,0.0,1,10899.81,11.5,0.1666666666666666,-1963.0,10600.74,0.0,0.0,10899.81,0.0,11198.88,0.0,0.3096823558606999,0,0.3333333333333333,0.0,16.0,1.0,0.0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0,0.020246,-12461,-4026.0,18.0,-4358,0.3230880346681646,0,-1041.5,-1526.0,18.0,3,-1921.558139534884,-165254.0,1,0.6666666666666666,0,540000.0,0.6666666666666666,-1817.3333333333333,0,1,0,0.0,8.0,0,-2208.0,0.1370286941396028,103467.42,1.1255298818605637,0.16928,0.0294379521424596,64120.5,-85.0,-1434.0,0.0,0.5,0.0,100800.0,0.0,0.0,2.3488372093023258,16.0,-61.833333333333336,0.0,0.9444444444444444,0.0555555555555555,0.0,1.0,29.0,202.0,0.3333333333333333,0.0,0.0,0.0,3316.327325581395,291.465,55575.0,3316.327325581395,-891.0,-1718.0,-2208.0,13.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,89961.20999999999,100800.0,1.0264625,0,86.0,1,-1527.0,3,0,0,0,0,1,0,0,-99.0,1,19044.0,646920.0,1,0,0
398358,0.4525335592581747,0.1111111111111111,0.6537011756330978,0.0,0.0,0.0,0.0880547639403438,0.3333333333333333,1,6516.765,12.0,0.0,-1544.0,3796.83,0.0,0.0,5976.345000000001,0.0,9236.7,0.0,0.1089090909090909,0,0.3333333333333333,0.0,34.0,1.0,0.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.7777777777777778,1,0.015221,-10405,-2827.0,44.0,-3066,0.2716962998558385,0,-1259.4444444444443,-2710.0,44.0,2,-2282.1136363636365,-100413.0,0,0.2222222222222222,0,900000.0,0.6666666666666666,-1932.6666666666667,0,0,0,0.0,11.333333333333334,1,-2710.0,0.0656546182831449,99000.0,0.9968684045705504,0.232425,0.046485,27850.5,-447.0,-2313.0,0.0,0.8888888888888888,327.0,99000.0,0.0,0.0,8.159090909090908,24.0,-71.52272727272727,25.0,0.8409090909090909,0.1363636363636363,0.0,50.0,32.0,359.0,0.3333333333333333,4665.06,252.09715909090912,11092.275,5966.670681818182,7.695,44594.01,5714.5735227272735,-1299.0,-1532.0,-1556.0,14.0,10.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0.6666666666666666,0.0,0.0,0.3333333333333333,63425.25,99000.0,0.87949410260054,0,44.0,1,-1556.0,2,1,0,0,0,1,0,0,-5235.0,0,41836.5,900000.0,1,1,0
408475,0.3409064264152384,0.0,0.6386893156814581,0.0,0.0,0.0,0.1042861550291195,0.0,1,11373.76125,13.0,0.0,-940.5,5721.975,0.0,0.0,11984.2509375,0.0,16143.57,0.0,0.1052816710738878,1,0.0,0.0,36.0,0.5,0.0,0,0.0,1.0,0.0,0.0,1.0,0,0.008575,-22298,-292.0,22.0,-4670,0.0130953448739797,0,-772.0,-772.0,22.0,2,-807.5744680851063,-21127.0,1,0.0,0,1557000.0,0.8,-789.0,0,0,0,0.2857142857142857,12.0,0,-1502.0,0.0663145451933747,202601.25,0.9715149112810958,0.2390091743119266,0.0324995134803371,18373.5,-772.0,-42.0,0.0,1.0,0.0,225000.0,0.0,0.0,10.11904761904762,30.0,-28.59375,0.0,0.9166666666666666,0.0769230769230769,0.0,1.0,31.0,266.0,0.5,0.0,0.0,0.0,12572.687045454544,2314.8,36000.0,12225.8412,-66.0,-434.0,-1490.0,15.0,11.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.1428571428571428,1,0.1111111111111111,0.0,0.0,0.0,113226.75,182214.0,0.9045008576425916,0,25.0,0,-3.0,2,0,0,0,1,1,0,0,-541.0,0,58617.0,1803627.0,0,0,1
113377,0.7209441499436497,0.5,0.5069006675846416,0.0,0.0,0.0,0.102041685476521,0.0,1,14467.065,11.0,0.0,-697.6666666666666,4809.915,0.0,0.0,14467.065,0.0,33750.0,0.0,0.102041685476521,1,0.25,0.0,24.0,0.5,0.5,0,0.0,1.0,0.25,0.0,0.5,0,0.028663,-17593,-6610.0,19.0,-1154,0.3757176149604956,0,-503.5,-770.0,19.0,2,-568.6774193548387,-17629.0,1,0.5,0,585000.0,0.75,-585.0,0,1,0,0.5,8.0,0,-1442.0,0.0955697971524699,675000.0,0.9681071383651412,0.21636,0.0359182426689332,0.0,-237.0,-40.0,0.0,0.5,0.0,675000.0,0.0,0.0,14.806451612903226,24.0,-30.894736842105264,0.0,0.8947368421052632,0.0526315789473684,0.0,7.0,69.0,459.0,1.0,0.0,0.0,0.0,10631.485161290322,7.065,32617.935,10631.485161290322,-30.0,-247.0,-1442.0,15.0,8.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.25,0,0.0,0.25,0.0,0.25,253728.0,675000.0,0.8909853249475891,0,31.0,1,-404.0,2,0,0,0,0,1,0,0,-10270.0,0,24340.5,677664.0,1,0,0
148220,0.656158373001177,0.0,0.4672365901434782,0.2,0.0,0.0,0.1033774884565892,0.0,1,13083.660000000002,15.0,0.0,-340.0,7391.655,1.0,0.0,13083.660000000002,1.0,23366.205,0.0,0.1033774884565892,0,0.2,0.0,28.0,0.4,0.0,0,0.0,1.0,0.0,0.0,1.0,0,0.008625,-11004,-3872.0,22.0,-3100,0.3518720465285351,0,-1802.3333333333333,-2747.0,22.0,2,-287.7368421052632,-5467.0,1,0.0,0,319500.0,0.6,-283.4,0,0,0,0.4,9.333333333333334,1,-554.0,0.0516887442282946,225000.0,0.9686564935932416,0.2039629629629629,0.0669576635945821,0.0,-498.0,-2381.0,0.0,1.0,0.0,239850.0,0.0,0.0,15.36842105263158,28.0,-9.454545454545457,0.0,0.8636363636363636,0.0909090909090909,0.0,1.0,29.0,292.0,0.6,0.0,0.0,0.0,12911.890263157897,7391.655,23366.205,12911.890263157897,-35.0,-186.0,-554.0,18.0,13.0,0.0,0.6,0.0,0.4,0.4,0.0,0.0,0.4,0.0,1,0.2,0.0,0.0,0.2,110364.0,239850.0,0.9191251271617498,0,19.0,1,-2379.0,2,0,0,0,0,1,0,0,-1911.0,1,24781.5,370107.0,0,1,0
417562,0.5352762504724826,0.0,0.537516148591135,0.0,0.0,0.0,0.3733599276965748,0.0,1,12749.085,15.0,0.0,-905.0,2250.0,0.0,0.0,13466.151000000002,0.0,26168.94,0.3333333333333333,0.3733599276965748,1,0.1666666666666666,0.0,38.0,0.3333333333333333,0.1666666666666666,0,0.3333333333333333,0.6666666666666666,0.0,0.1666666666666666,1.0,0,0.026392,-11596,-4726.0,19.0,-4053,0.4075543290789927,0,-389.0,-389.0,19.0,2,-854.65,-17093.0,1,0.0,0,450000.0,0.5,-553.8333333333334,0,0,0,0.3333333333333333,7.6,0,-2276.0,0.2380846203518303,225000.0,1.1016032939000069,0.1818,0.05454,0.0,-389.0,37.0,0.0,1.0,0.0,225000.0,0.0,0.1666666666666666,22.8,26.0,-29.789473684210527,0.0,0.9473684210526316,0.0526315789473684,0.0,4.0,46.0,456.0,0.1666666666666666,23030.955,-8.15400000000027,-163.08000000000538,11776.89375,1685.925,26332.02,11785.04775,-15.0,-169.0,-2276.0,16.0,14.0,0.0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,0.5,0,0.0,0.1666666666666666,0.0,0.1666666666666666,103092.0,220500.0,1.0,0,20.0,1,0.0,2,0,0,0,0,1,0,0,-3218.0,0,24543.0,450000.0,1,0,0
340905,0.622922000268356,0.0,0.6572567100745418,0.0,0.0,0.0,0.1089090909090909,0.0,0,6759.54,10.0,0.0,-654.0,6759.54,1.0,0.0,6759.54,1.0,6759.54,0.0,0.1089090909090909,1,0.0,0.0,24.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0,0.01885,-22993,-1648.0,22.0,-4483,0.118732727990525,0,-855.5,-1050.0,22.0,2,-331.85714285714283,-6969.0,1,1.0,0,454500.0,1.0,-654.0,0,0,0,1.0,24.0,0,-654.0,0.1089090909090909,113265.0,1.1111111111111112,0.2621333333333333,0.0324964048992545,113265.0,-661.0,26.0,0.0,1.0,0.0,101938.5,0.0,0.0,16.857142857142858,24.0,-11.5,0.0,0.9545454545454546,0.0,0.0,0.0,24.0,354.0,0.0,0.0,0.0,0.0,6759.54,6759.54,6759.54,6759.54,-31.0,-654.0,-654.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113265.0,101938.5,1.1111111111111112,0,21.0,0,-654.0,2,0,0,0,0,0,0,0,-1997.0,0,17694.0,544491.0,0,0,0
271035,0.5638350489514956,0.3333333333333333,0.7723058927823164,0.5,0.0,0.0,0.0,0.0,1,36536.8275,14.0,0.0,-819.5,28241.64,0.0,0.0,36536.8275,0.0,44832.015,0.0,0.0,0,0.0,0.0,18.0,0.5,0.0,1,0.0,1.0,0.5,0.0,0.3333333333333333,0,0.072508,-21124,-1648.0,14.0,-4121,0.118732727990525,0,-711.6666666666666,-1515.0,14.0,1,-722.9166666666666,-8675.0,1,0.6666666666666666,0,900000.0,1.0,-819.5,0,0,0,0.0,9.0,0,-1181.0,0.0,450000.0,0.9779200917606576,0.2561666666666666,0.0331707527624309,155430.0,-310.0,-1333.0,0.0,0.6666666666666666,0.0,470790.0,0.0,0.0,10.416666666666666,18.0,-24.0,0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,19.0,125.0,1.0,0.0,0.0,0.0,57353.18625,28216.935,294653.025,57353.18625,-297.0,-458.0,-1181.0,16.0,12.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,302715.0,470790.0,0.9558401835213152,0,12.0,0,-1181.0,1,0,0,0,0,0,0,0,-10721.0,0,34582.5,1042560.0,0,0,1
440224,0.5280927512030451,0.2,0.6492076372675099,0.0,0.0,0.0,0.4740949456255045,0.0,0,8291.26125,14.25,0.0,-2004.5,2308.545,0.0,0.0,8291.26125,0.0,23906.79,0.0,0.4740949456255045,1,0.75,0.0,40.0,0.75,0.0,0,0.0,1.0,0.0,0.0,0.6,1,0.025164,-17371,-1720.0,41.0,-909,0.0990156007138334,0,-850.4,-1164.0,41.0,2,-1760.1714285714286,-61606.0,0,0.4,0,477000.0,1.0,-2004.5,0,0,0,0.25,10.0,0,-2922.0,0.2994349538939332,270000.0,1.225116292227217,0.1178571428571428,0.0324833842567801,17181.0,-242.0,-1009.0,0.0,0.8,0.0,331348.5,0.0,0.0,7.057142857142857,40.0,-61.5609756097561,0.0,0.902439024390244,0.073170731707317,0.0,54.0,31.0,247.0,0.25,2952.18,318.11657142857143,11134.08,13554.819,0.09,210659.355,13236.702428571429,-556.0,-818.0,-2922.0,15.0,13.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.5,1,0.25,0.0,0.0,0.75,83709.0,331348.5,0.8148520364510478,0,35.0,0,-1941.0,2,0,0,0,0,1,0,0,-154.0,0,18562.5,571446.0,0,1,0
322296,0.7898803468924867,0.0,0.7705940211281228,0.0,0.0,0.0,0.1990260249554366,0.0,1,5715.68625,12.5,0.0,-924.5,2250.0,0.0,0.0,5715.68625,0.0,14997.24,0.0,0.1990260249554366,1,0.75,0.0,48.0,0.75,0.25,0,0.0,1.0,0.25,0.0,0.6666666666666666,0,0.028663,-18192,-7107.0,40.0,-1736,0.3906662269129287,0,-1366.0,-1699.0,40.0,2,-1220.9444444444443,-43954.0,0,0.3333333333333333,0,675000.0,1.0,-924.5,0,0,0,0.75,12.0,0,-2545.0,0.0997076176847753,290250.0,1.0321409975141669,0.2080454545454545,0.0305133333333333,24052.5,-944.0,-1059.0,0.0,1.0,0.0,290250.0,0.0,0.0,16.02777777777778,48.0,-41.05,0.0,0.9,0.1,0.0,1.0,44.0,577.0,0.25,0.0,0.0,0.0,11730.7975,1750.32,99475.785,11730.7975,-89.0,-183.0,-2545.0,15.0,11.0,0.25,0.25,0.25,0.75,0.0,0.25,0.0,0.25,0.25,0,0.25,0.25,0.0,0.5,97684.875,290250.0,1.0,0,36.0,1,-2545.0,2,0,0,0,0,1,1,0,-4616.0,0,20596.5,675000.0,1,1,0
